ride_id,driver_id,customer_id,car_type,pick_up_location,drop_location,pickup_time,drop_time,total_duration,distance,rate_per_km,fare,ride_status
RID093386,DRV01470,CUS26925,SUV,Powai,Ghatkopar,2026-04-23 10:19:23,2026-04-23 11:00:23,41,3.62,19,118.78,completed
RID093387,DRV05751,CUS39106,SUV,Malad,Ghatkopar,2025-09-22 11:28:35,2025-09-22 11:49:35,21,11.84,19,274.96,completed
RID093388,DRV02658,CUS03335,Hatchback,Santacruz,Ghatkopar,2026-02-21 01:43:09,2026-02-21 02:07:09,24,27.74,11,355.14,completed
RID093389,DRV06839,CUS18522,SUV,Bandra,Andheri,2025-08-12 23:23:12,2025-08-13 00:47:12,84,19.74,19,425.06,cancelled
RID093390,DRV02688,CUS22255,SUV,Bandra,Borivali,2026-01-10 12:43:15,2026-01-10 13:40:15,57,20.31,19,435.89,completed
RID093391,DRV05804,CUS37858,SUV,Vile Parle,Malad,2026-03-29 00:34:24,2026-03-29 01:27:24,53,4.27,19,131.13,completed
RID093392,DRV03251,CUS16019,Sedan,Malad,Borivali,2026-03-26 19:07:47,2026-03-26 20:29:47,82,26.75,15,451.25,completed
RID093393,DRV09903,CUS48476,SUV,Mulund,Juhu,2026-04-28 06:08:45,2026-04-28 07:15:45,67,27.37,19,570.03,completed
RID093394,DRV08760,CUS21261,Sedan,Juhu,Powai,2025-06-07 09:04:33,2025-06-07 10:01:33,57,27.57,15,463.55,completed
RID093395,DRV03910,CUS47739,SUV,Borivali,Mulund,2025-09-20 12:00:13,2025-09-20 13:26:13,86,14.22,19,320.18,completed
RID093396,DRV04569,CUS19737,SUV,Kurla,Powai,2026-01-27 03:50:50,2026-01-27 04:47:50,57,3.91,19,124.29,cancelled
RID093397,DRV02022,CUS28050,SUV,Vile Parle,Powai,2026-03-15 07:43:00,2026-03-15 08:12:00,29,11.66,19,271.54,completed
RID093398,DRV09441,CUS04382,Sedan,Mulund,Juhu,2026-01-01 04:30:17,2026-01-01 05:13:17,43,10.6,15,209.0,completed
RID093399,DRV00491,CUS40645,SUV,Dadar,Malad,2026-01-15 15:45:26,2026-01-15 17:04:26,79,28.25,19,586.75,completed
RID093400,DRV07208,CUS02661,SUV,Juhu,Bandra,2025-07-08 06:05:39,2025-07-08 07:09:39,64,14.49,19,325.31,completed
RID093401,DRV05940,CUS14850,Sedan,Mulund,Santacruz,2026-05-23 12:35:49,2026-05-23 13:43:49,68,5.12,15,126.8,cancelled
RID093402,DRV00228,CUS32659,Sedan,Mulund,Juhu,2025-12-09 09:11:43,2025-12-09 10:14:43,63,13.76,15,256.4,completed
RID093403,DRV09251,CUS49635,Hatchback,Malad,Santacruz,2025-08-17 17:43:35,2025-08-17 18:08:35,25,13.33,11,196.63,completed
RID093404,DRV07520,CUS10094,Sedan,Malad,Vile Parle,2025-06-23 18:08:42,2025-06-23 18:47:42,39,21.08,15,366.2,completed
RID093405,DRV01201,CUS35532,SUV,Bandra,Andheri,2025-12-03 18:54:58,2025-12-03 20:19:58,85,17.54,19,383.26,completed
RID093406,DRV02885,CUS41106,SUV,Juhu,Santacruz,2026-01-28 19:09:38,2026-01-28 20:39:38,90,9.24,19,225.56,completed
RID093407,DRV02499,CUS04035,Sedan,Bandra,Vile Parle,2025-10-22 04:31:39,2025-10-22 05:40:39,69,2.48,15,87.2,completed
RID093408,DRV07419,CUS29747,Hatchback,Santacruz,Kurla,2025-12-18 21:01:35,2025-12-18 22:13:35,72,6.56,11,122.16,completed
RID093409,DRV02367,CUS06761,SUV,Mulund,Andheri,2026-01-26 03:34:01,2026-01-26 04:46:01,72,16.66,19,366.54,completed
RID093410,DRV04230,CUS49698,SUV,Santacruz,Vile Parle,2026-02-06 14:06:07,2026-02-06 15:34:07,88,25.56,19,535.64,completed
RID093411,DRV05699,CUS02500,Sedan,Vile Parle,Santacruz,2026-04-04 07:31:56,2026-04-04 08:52:56,81,25.2,15,428.0,cancelled
RID093412,DRV02066,CUS25897,SUV,Bandra,Juhu,2025-12-14 16:50:23,2025-12-14 17:24:23,34,17.29,19,378.51,completed
RID093413,DRV03994,CUS41276,Sedan,Mulund,Dadar,2025-12-06 12:50:25,2025-12-06 14:15:25,85,21.11,15,366.65,completed
RID093414,DRV07287,CUS47114,SUV,Borivali,Dadar,2025-06-06 14:57:30,2025-06-06 15:43:30,46,19.32,19,417.08,completed
RID093415,DRV08802,CUS36041,SUV,Juhu,Borivali,2025-07-31 09:21:27,2025-07-31 10:18:27,57,8.03,19,202.57,completed
RID093416,DRV07413,CUS29527,Hatchback,Kurla,Juhu,2026-01-05 21:44:51,2026-01-05 23:07:51,83,1.98,11,71.78,completed
RID093417,DRV01667,CUS22438,SUV,Malad,Ghatkopar,2025-06-17 16:27:23,2025-06-17 17:01:23,34,27.13,19,565.47,cancelled
RID093418,DRV04130,CUS28210,Sedan,Juhu,Kurla,2025-06-25 02:59:12,2025-06-25 03:29:12,30,25.68,15,435.2,completed
RID093419,DRV02458,CUS34148,Hatchback,Ghatkopar,Dadar,2026-05-09 03:29:05,2026-05-09 04:58:05,89,5.98,11,115.78,completed
RID093420,DRV03459,CUS35034,SUV,Santacruz,Vile Parle,2025-12-30 01:48:23,2025-12-30 02:54:23,66,24.03,19,506.57,completed
RID093421,DRV05014,CUS42973,Sedan,Santacruz,Dadar,2026-02-17 11:29:23,2026-02-17 12:14:23,45,19.84,15,347.6,completed
RID093422,DRV04949,CUS15570,Hatchback,Borivali,Bandra,2025-11-19 09:51:47,2025-11-19 10:42:47,51,26.3,11,339.3,completed
RID093423,DRV09799,CUS28863,Sedan,Dadar,Borivali,2026-03-03 13:45:52,2026-03-03 14:47:52,62,14.63,15,269.45,cancelled
RID093424,DRV07991,CUS29615,Sedan,Bandra,Kurla,2025-06-05 08:50:29,2025-06-05 10:07:29,77,11.11,15,216.65,completed
RID093425,DRV03076,CUS46219,SUV,Powai,Vile Parle,2026-04-30 12:00:02,2026-04-30 13:11:02,71,9.5,19,230.5,completed
RID093426,DRV08944,CUS07145,SUV,Vile Parle,Andheri,2025-08-17 09:39:21,2025-08-17 10:10:21,31,6.96,19,182.24,completed
RID093427,DRV04416,CUS19555,Sedan,Juhu,Malad,2025-07-24 18:10:17,2025-07-24 19:01:17,51,7.78,15,166.7,cancelled
RID093428,DRV09118,CUS40786,Hatchback,Powai,Santacruz,2025-07-03 16:20:38,2025-07-03 16:56:38,36,25.28,11,328.08,completed
RID093429,DRV03262,CUS16349,SUV,Ghatkopar,Andheri,2025-12-31 16:10:15,2025-12-31 17:24:15,74,26.08,19,545.52,completed
RID093430,DRV09384,CUS32784,Hatchback,Santacruz,Borivali,2026-04-18 23:20:29,2026-04-18 23:50:29,30,5.47,11,110.17,completed
RID093431,DRV07614,CUS12651,Sedan,Andheri,Malad,2025-09-19 12:02:30,2025-09-19 12:57:30,55,2.51,15,87.65,completed
RID093432,DRV04013,CUS09572,SUV,Mulund,Borivali,2025-11-10 22:47:38,2025-11-10 23:57:38,70,6.58,19,175.02,completed
RID093433,DRV01253,CUS17812,SUV,Juhu,Mulund,2025-08-24 11:01:21,2025-08-24 11:23:21,22,1.86,19,85.34,completed
RID093434,DRV05578,CUS07753,Sedan,Powai,Bandra,2025-09-26 20:20:38,2025-09-26 21:42:38,82,17.64,15,314.6,completed
RID093435,DRV03723,CUS28638,SUV,Bandra,Malad,2026-04-27 03:31:13,2026-04-27 04:00:13,29,2.48,19,97.12,completed
RID093436,DRV06771,CUS27154,Sedan,Andheri,Dadar,2026-01-11 15:26:56,2026-01-11 16:53:56,87,4.91,15,123.65,completed
RID093437,DRV04706,CUS27704,Hatchback,Santacruz,Powai,2026-02-25 20:02:56,2026-02-25 20:26:56,24,9.64,11,156.04,completed
RID093438,DRV04777,CUS37124,Sedan,Vile Parle,Bandra,2025-10-24 10:15:29,2025-10-24 11:12:29,57,8.13,15,171.95,completed
RID093439,DRV04842,CUS37552,SUV,Santacruz,Andheri,2026-03-28 14:10:06,2026-03-28 15:23:06,73,29.08,19,602.52,completed
RID093440,DRV00619,CUS48219,SUV,Juhu,Dadar,2025-11-20 21:43:17,2025-11-20 22:42:17,59,11.53,19,269.07,completed
RID093441,DRV05301,CUS36069,Sedan,Malad,Ghatkopar,2026-02-06 23:00:30,2026-02-06 23:52:30,52,5.53,15,132.95,completed
RID093442,DRV08104,CUS13510,SUV,Ghatkopar,Mulund,2025-09-10 07:07:47,2025-09-10 08:29:47,82,26.52,19,553.88,cancelled
RID093443,DRV03841,CUS04078,SUV,Powai,Dadar,2025-10-08 14:53:37,2025-10-08 15:40:37,47,12.49,19,287.31,completed
RID093444,DRV07947,CUS11073,Sedan,Malad,Juhu,2026-04-25 04:23:03,2026-04-25 05:21:03,58,20.68,15,360.2,completed
RID093445,DRV08940,CUS42500,Hatchback,Mulund,Kurla,2025-10-18 11:29:29,2025-10-18 11:54:29,25,9.78,11,157.58,completed
RID093446,DRV04073,CUS46413,Hatchback,Borivali,Malad,2025-06-18 12:58:00,2025-06-18 14:03:00,65,5.11,11,106.21,completed
RID093447,DRV01820,CUS29104,SUV,Kurla,Powai,2026-05-22 05:31:25,2026-05-22 07:01:25,90,6.85,19,180.15,completed
RID093448,DRV04801,CUS15613,Sedan,Juhu,Vile Parle,2025-07-29 14:32:07,2025-07-29 15:17:07,45,26.08,15,441.2,cancelled
RID093449,DRV03334,CUS04631,SUV,Malad,Santacruz,2026-02-06 11:32:07,2026-02-06 12:15:07,43,12.02,19,278.38,completed
RID093450,DRV07037,CUS42354,Sedan,Santacruz,Bandra,2026-03-16 10:24:09,2026-03-16 11:29:09,65,8.91,15,183.65,cancelled
RID093451,DRV04412,CUS13756,Sedan,Borivali,Santacruz,2025-10-24 10:01:42,2025-10-24 11:03:42,62,20.95,15,364.25,cancelled
RID093452,DRV08270,CUS18819,SUV,Juhu,Vile Parle,2025-07-12 04:41:55,2025-07-12 05:02:55,21,13.64,19,309.16,cancelled
RID093453,DRV06822,CUS38768,SUV,Santacruz,Borivali,2026-03-08 07:32:51,2026-03-08 08:57:51,85,26.79,19,559.01,completed
RID093454,DRV04999,CUS43091,Sedan,Dadar,Mulund,2026-03-04 17:31:50,2026-03-04 18:26:50,55,4.46,15,116.9,cancelled
RID093455,DRV01957,CUS11900,Sedan,Kurla,Mulund,2025-07-11 04:19:25,2025-07-11 05:20:25,61,8.41,15,176.15,completed
RID093456,DRV00056,CUS33966,SUV,Ghatkopar,Santacruz,2026-01-07 16:18:01,2026-01-07 16:39:01,21,12.1,19,279.9,cancelled
RID093457,DRV02044,CUS35483,SUV,Borivali,Andheri,2025-07-18 00:25:07,2025-07-18 00:45:07,20,2.95,19,106.05,completed
RID093458,DRV06879,CUS48507,Sedan,Bandra,Powai,2026-05-13 19:37:36,2026-05-13 20:33:36,56,7.55,15,163.25,completed
RID093459,DRV00565,CUS47895,Hatchback,Santacruz,Vile Parle,2026-02-05 02:48:59,2026-02-05 04:18:59,90,18.97,11,258.67,completed
RID093460,DRV01075,CUS21370,Sedan,Santacruz,Andheri,2025-08-06 21:58:31,2025-08-06 23:13:31,75,11.05,15,215.75,completed
RID093461,DRV03231,CUS42277,SUV,Borivali,Andheri,2026-02-26 02:54:21,2026-02-26 03:41:21,47,23.64,19,499.16,completed
RID093462,DRV03390,CUS05927,SUV,Dadar,Kurla,2026-01-02 01:32:49,2026-01-02 02:29:49,57,25.51,19,534.69,cancelled
RID093463,DRV09511,CUS32011,SUV,Malad,Kurla,2025-07-19 04:39:59,2025-07-19 04:59:59,20,17.57,19,383.83,completed
RID093464,DRV01886,CUS39077,SUV,Vile Parle,Andheri,2025-06-06 19:55:34,2025-06-06 20:35:34,40,12.05,19,278.95,cancelled
RID093465,DRV09379,CUS13883,SUV,Mulund,Dadar,2025-08-17 22:41:02,2025-08-17 23:55:02,74,4.61,19,137.59,completed
RID093466,DRV08346,CUS00469,SUV,Bandra,Juhu,2025-12-06 16:08:48,2025-12-06 17:25:48,77,13.01,19,297.19,cancelled
RID093467,DRV04814,CUS32921,SUV,Vile Parle,Andheri,2025-10-05 20:27:49,2025-10-05 21:14:49,47,10.78,19,254.82,completed
RID093468,DRV07659,CUS30695,SUV,Kurla,Ghatkopar,2025-09-20 21:48:37,2025-09-20 22:44:37,56,13.38,19,304.22,completed
RID093469,DRV02552,CUS39383,SUV,Malad,Dadar,2025-07-23 06:17:01,2025-07-23 07:08:01,51,13.29,19,302.51,completed
RID093470,DRV03972,CUS27054,SUV,Juhu,Bandra,2026-04-27 11:38:00,2026-04-27 13:03:00,85,11.58,19,270.02,cancelled
RID093471,DRV06181,CUS34180,SUV,Santacruz,Malad,2025-06-16 17:12:52,2025-06-16 18:28:52,76,11.97,19,277.43,completed
RID093472,DRV09216,CUS25582,Sedan,Kurla,Andheri,2025-12-03 10:18:57,2025-12-03 11:29:57,71,10.32,15,204.8,completed
RID093473,DRV03018,CUS08689,Sedan,Andheri,Malad,2026-01-16 11:37:48,2026-01-16 12:28:48,51,26.97,15,454.55,completed
RID093474,DRV05169,CUS22227,SUV,Powai,Bandra,2025-07-23 20:01:21,2025-07-23 21:10:21,69,2.56,19,98.64,completed
RID093475,DRV00804,CUS34319,SUV,Malad,Ghatkopar,2026-01-27 08:07:30,2026-01-27 09:08:30,61,10.72,19,253.68,completed
RID093476,DRV04380,CUS34634,SUV,Kurla,Dadar,2026-02-17 11:22:04,2026-02-17 12:40:04,78,24.02,19,506.38,completed
RID093477,DRV08382,CUS38955,Sedan,Andheri,Borivali,2026-05-11 19:36:10,2026-05-11 21:06:10,90,21.23,15,368.45,completed
RID093478,DRV03977,CUS04667,SUV,Dadar,Kurla,2026-03-04 16:59:35,2026-03-04 18:10:35,71,15.71,19,348.49,completed
RID093479,DRV02391,CUS11196,SUV,Borivali,Bandra,2026-01-24 15:45:33,2026-01-24 16:24:33,39,6.8,19,179.2,completed
RID093480,DRV01462,CUS04530,SUV,Kurla,Bandra,2025-07-15 12:27:38,2025-07-15 13:11:38,44,24.18,19,509.42,completed
RID093481,DRV05890,CUS42308,SUV,Malad,Borivali,2026-03-14 01:51:12,2026-03-14 02:31:12,40,16.43,19,362.17,cancelled
RID093482,DRV05244,CUS31186,Sedan,Bandra,Vile Parle,2025-07-14 20:28:20,2025-07-14 21:47:20,79,21.62,15,374.3,completed
RID093483,DRV05212,CUS21575,Sedan,Andheri,Mulund,2026-05-23 04:17:55,2026-05-23 04:54:55,37,11.07,15,216.05,cancelled
RID093484,DRV07076,CUS16261,SUV,Santacruz,Borivali,2026-03-16 09:18:40,2026-03-16 10:26:40,68,5.12,19,147.28,cancelled
RID093485,DRV03967,CUS34800,SUV,Malad,Ghatkopar,2025-11-02 12:06:09,2025-11-02 13:02:09,56,14.25,19,320.75,completed
RID093486,DRV06189,CUS42774,SUV,Santacruz,Kurla,2025-11-10 23:45:52,2025-11-11 00:19:52,34,11.26,19,263.94,cancelled
RID093487,DRV08212,CUS02740,Hatchback,Malad,Vile Parle,2026-03-26 05:11:54,2026-03-26 06:28:54,77,19.5,11,264.5,completed
RID093488,DRV06994,CUS32809,Sedan,Santacruz,Malad,2025-11-19 10:30:00,2025-11-19 11:20:00,50,1.71,15,75.65,completed
RID093489,DRV02175,CUS43115,Hatchback,Bandra,Borivali,2026-03-06 01:08:59,2026-03-06 02:22:59,74,14.73,11,212.03,completed
RID093490,DRV08163,CUS03737,Hatchback,Andheri,Mulund,2025-09-20 11:55:52,2025-09-20 12:50:52,55,26.77,11,344.47,completed
RID093491,DRV01761,CUS17080,Sedan,Vile Parle,Ghatkopar,2025-08-20 10:51:15,2025-08-20 11:36:15,45,9.08,15,186.2,completed
RID093492,DRV00404,CUS07255,Sedan,Malad,Kurla,2025-11-25 00:56:08,2025-11-25 02:24:08,88,16.58,15,298.7,completed
RID093493,DRV08781,CUS34138,Sedan,Santacruz,Andheri,2025-12-28 14:05:29,2025-12-28 15:10:29,65,15.85,15,287.75,completed
RID093494,DRV03498,CUS36031,Hatchback,Andheri,Mulund,2025-10-06 15:22:21,2025-10-06 15:59:21,37,22.31,11,295.41,completed
RID093495,DRV08168,CUS16938,Sedan,Ghatkopar,Juhu,2026-01-23 18:46:59,2026-01-23 19:26:59,40,5.99,15,139.85,completed
RID093496,DRV04559,CUS40752,SUV,Vile Parle,Powai,2026-04-24 15:56:17,2026-04-24 17:17:17,81,14.5,19,325.5,completed
RID093497,DRV09638,CUS21944,Sedan,Malad,Kurla,2025-11-02 19:58:00,2025-11-02 20:21:00,23,28.51,15,477.65,cancelled
RID093498,DRV06631,CUS19652,SUV,Juhu,Powai,2025-10-07 04:06:55,2025-10-07 05:15:55,69,5.41,19,152.79,cancelled
RID093499,DRV04155,CUS17606,SUV,Bandra,Malad,2026-01-21 02:26:33,2026-01-21 02:49:33,23,4.24,19,130.56,cancelled
RID093500,DRV04368,CUS13186,SUV,Malad,Borivali,2025-08-06 15:03:43,2025-08-06 16:07:43,64,4.07,19,127.33,cancelled
RID093501,DRV06410,CUS04627,SUV,Andheri,Santacruz,2026-03-31 00:43:28,2026-03-31 01:47:28,64,4.74,19,140.06,completed
RID093502,DRV03633,CUS32223,SUV,Powai,Dadar,2025-11-26 19:03:04,2025-11-26 20:21:04,78,24.3,19,511.7,completed
RID093503,DRV07630,CUS06723,SUV,Borivali,Andheri,2026-05-29 02:43:09,2026-05-29 03:14:09,31,5.42,19,152.98,cancelled
RID093504,DRV07878,CUS19385,SUV,Andheri,Borivali,2026-01-19 10:58:45,2026-01-19 11:41:45,43,25.65,19,537.35,completed
RID093505,DRV02807,CUS03861,SUV,Ghatkopar,Kurla,2025-06-03 07:11:14,2025-06-03 08:17:14,66,2.9,19,105.1,completed
RID093506,DRV08503,CUS43541,SUV,Juhu,Borivali,2025-12-08 11:56:59,2025-12-08 13:14:59,78,23.24,19,491.56,completed
RID093507,DRV05542,CUS44732,Sedan,Borivali,Malad,2025-10-03 04:21:02,2025-10-03 05:07:02,46,14.27,15,264.05,completed
RID093508,DRV07333,CUS10125,Hatchback,Bandra,Vile Parle,2025-07-28 19:49:25,2025-07-28 20:54:25,65,8.82,11,147.02,completed
RID093509,DRV08035,CUS47675,Sedan,Malad,Mulund,2025-12-11 15:18:05,2025-12-11 16:34:05,76,24.62,15,419.3,cancelled
RID093510,DRV01260,CUS45965,Sedan,Borivali,Ghatkopar,2025-06-03 07:12:31,2025-06-03 08:29:31,77,2.5,15,87.5,completed
RID093511,DRV06311,CUS00982,SUV,Santacruz,Kurla,2026-04-11 20:21:37,2026-04-11 20:43:37,22,19.64,19,423.16,cancelled
RID093512,DRV03809,CUS41525,Sedan,Powai,Malad,2025-06-08 09:21:10,2025-06-08 10:28:10,67,10.72,15,210.8,completed
RID093513,DRV00647,CUS34586,Sedan,Powai,Ghatkopar,2025-10-17 02:36:10,2025-10-17 04:00:10,84,8.3,15,174.5,completed
RID093514,DRV02917,CUS01299,Sedan,Vile Parle,Powai,2025-12-06 15:06:55,2025-12-06 16:28:55,82,2.24,15,83.6,completed
RID093515,DRV08520,CUS27784,SUV,Andheri,Borivali,2025-06-28 14:08:01,2025-06-28 14:34:01,26,7.49,19,192.31,completed
RID093516,DRV09319,CUS43155,SUV,Mulund,Powai,2025-06-30 09:23:33,2025-06-30 10:37:33,74,26.56,19,554.64,cancelled
RID093517,DRV04187,CUS24174,SUV,Santacruz,Andheri,2026-05-21 06:40:23,2026-05-21 08:04:23,84,18.48,19,401.12,completed
RID093518,DRV06128,CUS17525,SUV,Kurla,Dadar,2025-10-29 13:19:25,2025-10-29 14:33:25,74,2.17,19,91.23,completed
RID093519,DRV07584,CUS39980,SUV,Dadar,Bandra,2025-09-23 20:05:46,2025-09-23 21:04:46,59,11.99,19,277.81,completed
RID093520,DRV05490,CUS32078,SUV,Dadar,Malad,2025-11-09 06:11:28,2025-11-09 07:17:28,66,9.45,19,229.55,completed
RID093521,DRV04544,CUS34549,Hatchback,Malad,Powai,2026-02-25 23:24:50,2026-02-26 00:41:50,77,5.18,11,106.98,cancelled
RID093522,DRV02882,CUS43342,Sedan,Juhu,Bandra,2025-12-03 00:14:56,2025-12-03 01:35:56,81,27.27,15,459.05,completed
RID093523,DRV04016,CUS27434,Hatchback,Vile Parle,Malad,2025-12-22 08:29:57,2025-12-22 09:25:57,56,10.02,11,160.22,completed
RID093524,DRV00936,CUS39686,SUV,Vile Parle,Kurla,2026-02-14 18:05:20,2026-02-14 19:23:20,78,19.57,19,421.83,cancelled
RID093525,DRV00886,CUS25494,SUV,Andheri,Kurla,2025-10-13 15:12:55,2025-10-13 15:37:55,25,6.24,19,168.56,completed
RID093526,DRV08775,CUS47082,Sedan,Borivali,Vile Parle,2025-06-07 20:41:06,2025-06-07 21:53:06,72,28.13,15,471.95,completed
RID093527,DRV03676,CUS40393,SUV,Ghatkopar,Borivali,2025-07-10 17:22:31,2025-07-10 18:43:31,81,19.19,19,414.61,completed
RID093528,DRV04116,CUS19314,Hatchback,Vile Parle,Andheri,2025-06-16 18:29:40,2025-06-16 19:20:40,51,20.89,11,279.79,completed
RID093529,DRV05364,CUS19079,SUV,Santacruz,Malad,2025-08-26 12:05:15,2025-08-26 12:53:15,48,26.1,19,545.9,completed
RID093530,DRV00271,CUS13234,Sedan,Ghatkopar,Powai,2025-06-21 03:17:22,2025-06-21 04:03:22,46,14.18,15,262.7,completed
RID093531,DRV09839,CUS02028,Sedan,Santacruz,Borivali,2026-05-30 20:25:54,2026-05-30 21:26:54,61,27.67,15,465.05,completed
RID093532,DRV03170,CUS04458,SUV,Juhu,Kurla,2025-06-03 11:32:30,2025-06-03 12:27:30,55,9.6,19,232.4,completed
RID093533,DRV09012,CUS48806,Sedan,Dadar,Borivali,2025-10-25 03:08:10,2025-10-25 03:33:10,25,3.75,15,106.25,completed
RID093534,DRV02226,CUS11525,SUV,Malad,Kurla,2026-01-15 23:07:39,2026-01-16 00:30:39,83,19.25,19,415.75,completed
RID093535,DRV00938,CUS05372,SUV,Juhu,Borivali,2025-10-18 11:00:15,2025-10-18 11:59:15,59,22.4,19,475.6,completed
RID093536,DRV02337,CUS12242,Sedan,Santacruz,Borivali,2025-12-31 20:47:19,2025-12-31 21:23:19,36,3.02,15,95.3,completed
RID093537,DRV05754,CUS17199,SUV,Andheri,Malad,2026-01-24 12:01:16,2026-01-24 13:04:16,63,21.82,19,464.58,completed
RID093538,DRV00407,CUS31360,SUV,Juhu,Dadar,2025-09-29 22:25:12,2025-09-29 23:14:12,49,1.38,19,76.22,completed
RID093539,DRV06475,CUS43643,Hatchback,Mulund,Bandra,2025-12-17 04:50:27,2025-12-17 06:15:27,85,14.67,11,211.37,completed
RID093540,DRV01640,CUS07162,SUV,Bandra,Powai,2026-05-21 06:02:02,2026-05-21 06:33:02,31,19.29,19,416.51,completed
RID093541,DRV02657,CUS12445,Sedan,Dadar,Bandra,2025-12-31 11:18:58,2025-12-31 12:06:58,48,29.5,15,492.5,completed
RID093542,DRV04607,CUS24485,Sedan,Vile Parle,Bandra,2026-03-18 15:08:47,2026-03-18 15:59:47,51,27.59,15,463.85,completed
RID093543,DRV00796,CUS47837,Hatchback,Dadar,Juhu,2025-12-14 14:14:22,2025-12-14 15:23:22,69,4.35,11,97.85,cancelled
RID093544,DRV03498,CUS20188,Hatchback,Dadar,Kurla,2026-02-04 15:15:23,2026-02-04 16:09:23,54,27.42,11,351.62,cancelled
RID093545,DRV03748,CUS05042,SUV,Dadar,Juhu,2025-09-26 20:15:08,2025-09-26 20:54:08,39,7.38,19,190.22,completed
RID093546,DRV09137,CUS19631,SUV,Santacruz,Andheri,2025-10-01 07:42:40,2025-10-01 09:02:40,80,25.37,19,532.03,cancelled
RID093547,DRV00482,CUS24851,Hatchback,Ghatkopar,Borivali,2025-11-04 02:46:32,2025-11-04 04:02:32,76,20.28,11,273.08,completed
RID093548,DRV02568,CUS22240,SUV,Malad,Santacruz,2026-04-21 08:21:53,2026-04-21 09:48:53,87,22.15,19,470.85,completed
RID093549,DRV02361,CUS39672,Sedan,Santacruz,Mulund,2025-12-13 05:09:54,2025-12-13 05:57:54,48,1.84,15,77.6,completed
RID093550,DRV06038,CUS32673,SUV,Malad,Bandra,2026-04-24 09:43:25,2026-04-24 10:15:25,32,26.22,19,548.18,completed
RID093551,DRV08009,CUS16724,Sedan,Malad,Andheri,2025-11-04 23:57:06,2025-11-05 00:34:06,37,4.88,15,123.2,completed
RID093552,DRV01529,CUS08490,SUV,Mulund,Vile Parle,2026-03-13 23:18:31,2026-03-13 23:56:31,38,13.98,19,315.62,completed
RID093553,DRV02211,CUS03656,SUV,Santacruz,Kurla,2026-01-29 08:43:50,2026-01-29 09:44:50,61,2.58,19,99.02,completed
RID093554,DRV01803,CUS04490,SUV,Mulund,Vile Parle,2025-09-09 17:07:32,2025-09-09 17:54:32,47,14.36,19,322.84,completed
RID093555,DRV03964,CUS23587,Sedan,Mulund,Borivali,2025-07-08 14:03:51,2025-07-08 14:35:51,32,20.88,15,363.2,completed
RID093556,DRV06722,CUS29685,SUV,Kurla,Santacruz,2025-09-27 23:59:32,2025-09-28 01:08:32,69,8.21,19,205.99,completed
RID093557,DRV05866,CUS29317,Sedan,Powai,Vile Parle,2026-04-24 18:53:55,2026-04-24 19:25:55,32,29.12,15,486.8,cancelled
RID093558,DRV07062,CUS11457,SUV,Andheri,Malad,2025-07-30 04:36:50,2025-07-30 05:26:50,50,13.6,19,308.4,completed
RID093559,DRV00723,CUS07912,Sedan,Vile Parle,Mulund,2025-12-09 14:34:19,2025-12-09 15:56:19,82,20.01,15,350.15,completed
RID093560,DRV00538,CUS02369,SUV,Santacruz,Dadar,2026-05-10 06:13:51,2026-05-10 07:16:51,63,3.75,19,121.25,completed
RID093561,DRV03492,CUS24197,Sedan,Dadar,Powai,2026-01-20 18:23:26,2026-01-20 19:34:26,71,29.26,15,488.9,completed
RID093562,DRV00261,CUS33397,SUV,Andheri,Borivali,2026-05-01 19:41:40,2026-05-01 20:21:40,40,2.23,19,92.37,cancelled
RID093563,DRV09423,CUS49560,Sedan,Mulund,Powai,2025-09-20 20:18:54,2025-09-20 20:44:54,26,16.18,15,292.7,completed
RID093564,DRV07515,CUS02267,Sedan,Dadar,Borivali,2025-09-28 22:53:33,2025-09-29 00:21:33,88,10.23,15,203.45,cancelled
RID093565,DRV09566,CUS10456,SUV,Powai,Kurla,2025-12-13 20:13:41,2025-12-13 20:36:41,23,8.78,19,216.82,completed
RID093566,DRV03147,CUS03104,Hatchback,Kurla,Vile Parle,2025-12-14 19:50:09,2025-12-14 20:42:09,52,11.72,11,178.92,completed
RID093567,DRV04257,CUS09898,SUV,Dadar,Bandra,2026-03-11 12:33:54,2026-03-11 13:34:54,61,16.77,19,368.63,completed
RID093568,DRV04418,CUS43417,Sedan,Andheri,Santacruz,2025-12-15 23:12:55,2025-12-16 00:34:55,82,24.75,15,421.25,completed
RID093569,DRV08468,CUS27793,Sedan,Ghatkopar,Borivali,2026-03-11 15:16:35,2026-03-11 16:36:35,80,6.62,15,149.3,completed
RID093570,DRV01788,CUS49073,SUV,Mulund,Bandra,2025-11-25 11:39:06,2025-11-25 12:52:06,73,28.71,19,595.49,completed
RID093571,DRV06487,CUS45622,SUV,Borivali,Andheri,2026-03-11 06:01:38,2026-03-11 06:52:38,51,15.92,19,352.48,cancelled
RID093572,DRV09303,CUS06373,Hatchback,Santacruz,Bandra,2026-02-03 14:39:49,2026-02-03 15:23:49,44,21.09,11,281.99,completed
RID093573,DRV04303,CUS07238,Sedan,Powai,Andheri,2026-05-10 05:02:23,2026-05-10 05:25:23,23,3.68,15,105.2,completed
RID093574,DRV02942,CUS13246,Sedan,Dadar,Mulund,2025-10-17 07:04:56,2025-10-17 07:31:56,27,23.04,15,395.6,cancelled
